Iteration,Accuracy
0,0.6597222222222222
1,0.660108024691358
2,0.6597222222222222
3,0.6597222222222222
4,0.660108024691358
5,0.660108024691358
6,0.6597222222222222
7,0.660108024691358
8,0.6597222222222222
9,0.6597222222222222
