Subject,Accuracy
1,0.5833333333333333
2,0.42708333333333337
3,0.638888888888889
4,0.47569444444444453
5,0.2951388888888889
6,0.4409722222222222
7,0.576388888888889
8,0.5694444444444445
9,0.611111111111111
