Subject,Accuracy
1,0.6805555555555555
2,0.37847222222222227
3,0.78125
4,0.607638888888889
5,0.4583333333333333
6,0.42708333333333337
7,0.7222222222222222
8,0.6909722222222222
9,0.6979166666666667
