Iteration,Accuracy
0,0.5131172839506173
1,0.5131172839506173
2,0.5131172839506173
3,0.5131172839506173
4,0.5131172839506173
5,0.5131172839506173
6,0.5131172839506173
7,0.5131172839506173
8,0.5131172839506173
9,0.5131172839506173
