Iteration,Accuracy
0,0.5706018518518517
1,0.5706018518518517
2,0.5706018518518517
3,0.5706018518518517
4,0.5706018518518517
5,0.5706018518518517
6,0.5706018518518517
7,0.5706018518518517
8,0.5706018518518517
9,0.5706018518518517
