Subject,Accuracy
1,0.7583333333333334
2,0.5711805555555556
3,0.8236111111111111
4,0.6159722222222221
5,0.7305555555555557
6,0.54375
7,0.6965277777777777
8,0.7472222222222223
9,0.7385416666666667
